id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
603,265,168,"Oswald, Stephen S.","Oswald, Stephen S.",male,-0.05980711346519679,USA,military,NASA-11,-0.04821202133698312,2,0.01230390418606333,pilot,1993,STS-67,STS-67,STS-67,STS-67,222.0,-0.5113478298404264,0,0.0,-0.6709541718905475,"Oswald, Stephen S.",0.059807113465191825,1950,1980,0.02067743621946318,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,147.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
604,265,168,"Oswald, Stephen S.","Oswald, Stephen S.",male,-0.05980711346519679,USA,military,NASA-11,-0.04821202133698312,3,0.01230390418606333,commander,1995,STS-42,STS-42,STS-42,STS-42,399.0,-0.5113478298404264,0,0.0,-0.6709541718905475,"Oswald, Stephen S.",0.059807113465191825,1950,1980,0.02067743621946318,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,147.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
605,266,169,"Readdy, William F.","Readdy, William F.",male,0.027677060526842268,USA,civilian,NASA-12,0.11552933836335079,1,0.01230390418606333,msp,1992,STS-42,STS-42,STS-42,STS-42,193.0,-0.5450525117053053,0,0.0,-0.6709541718905475,"Readdy, William F.",-0.02767706052684724,1950,1980,0.2389012878909835,1,0,0,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,2.0,148.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
606,266,169,"Readdy, William F.","Readdy, William F.",male,0.027677060526842268,USA,civilian,NASA-12,0.11552933836335079,2,0.01230390418606333,pilot,1993,STS-51,STS-51,STS-51,STS-51,236.0,-0.5450525117053053,0,0.0,-0.6709541718905475,"Readdy, William F.",-0.02767706052684724,1950,1980,0.2389012878909835,1,0,0,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,5.0,148.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
607,266,169,"Readdy, William F.","Readdy, William F.",male,0.027677060526842268,USA,civilian,NASA-12,0.11552933836335079,3,0.01230390418606333,commander,1996,STS-79,STS-79,STS-79,STS-79,243.0,-0.5450525117053053,0,0.0,-0.6709541718905475,"Readdy, William F.",-0.02767706052684724,1950,1980,0.2389012878909835,1,0,0,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,0.0,0.0,148.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
608,267,2,"Bondar, Roberta Lynn","Bondar, Roberta Lynn",female,-0.5847121574174312,Canada,civilian,1983 NRC Group,-0.21195338103731703,1,-1.4160675181414626,psp,1992,STS-42,STS-42,STS-42,STS-42,193.77,-0.6585637089464398,0,0.0,-0.6709541718905475,"Bondar, Roberta Lynn",0.5847121574174262,1940,1980,0.8935728429055445,0,1,0,0,Single,0,No_EVA,Medium,Canada,0,0,0,0,0,6.0,0.0,6.0,28.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
609,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,0.3776137564949985,Russia,civilian,NPOE-6,-0.13008270118715007,1,1.4406753265135892,flight engineer,1992,11,Soyuz TM­14,Mir,Soyuz TM­14,3494.0,3.6776741592732436,1,2.05,0.7992156320108111,"Kaleri, Aleksandr",-0.3776137564950035,1950,1980,-1.288665673809659,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,168.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
610,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,0.3776137564949985,Russia,civilian,NPOE-6,-0.13008270118715007,2,1.4406753265135892,flight engineer,1996,21,Soyuz TM­24,Mir,Soyuz TM­24,4721.0,3.6776741592732436,2,12.6,0.7992156320108111,"Kaleri, Aleksandr",-0.3776137564950035,1950,1980,-1.288665673809659,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,168.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
611,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,0.3776137564949985,Russia,civilian,NPOE-6,-0.13008270118715007,3,1.4406753265135892,flight engineer,2000,28,Soyuz TM­30,Mir,Soyuz TM­30,1747.0,3.6776741592732436,1,5.05,0.7992156320108111,"Kaleri, Aleksandr",-0.3776137564950035,1950,1980,-1.288665673809659,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,168.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
612,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,0.3776137564949985,Russia,civilian,NPOE-6,-0.13008270118715007,4,1.4406753265135892,flight engineer,2003,8,Soyuz TMA­3,ISS,Soyuz TMA­3,4674.0,3.6776741592732436,1,3.92,0.7992156320108111,"Kaleri, Aleksandr",-0.3776137564950035,1950,1980,-1.288665673809659,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,168.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
613,268,73,"Kaleri, Aleksandr",Александр Юрьевич Калери,male,0.3776137564949985,Russia,civilian,NPOE-6,-0.13008270118715007,5,1.4406753265135892,flight engineer,2010,25,Soyuz TMA­01M,ISS,Soyuz TMA­01M,3824.0,3.6776741592732436,0,0.0,0.7992156320108111,"Kaleri, Aleksandr",-0.3776137564950035,1950,1980,-1.288665673809659,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,168.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
614,269,4,"Flade, Klaus-Dietrich","Flade, Klaus-Dietrich",male,0.027677060526842268,Germany,military,DLR-3,0.36114137791385165,1,-1.4160675181414626,msp,1992,Soyuz TM-14/13,Soyuz TM-14,Soyuz TM-14,Soyuz TM-13,189.95,-0.659470412359988,0,0.0,-0.6709541718905475,"Flade, Klaus-Dietrich",-0.02767706052684724,1950,1990,0.8935728429055445,1,0,1,0,Single,0,No_EVA,Medium,Germany,0,0,0,0,0,12.0,1.0,2.0,77.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
615,270,170,"Duffy, Brian","Duffy, Brian",male,0.11516123451888133,USA,military,NASA- 11,-0.04821202133698312,1,0.7264896153498263,pilot,1992,STS-45,STS-45,STS-45,STS-45,214.0,-0.4728960096847193,0,0.0,-0.6709541718905475,"Duffy, Brian",-0.1151612345188863,1950,1980,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
616,270,170,"Duffy, Brian","Duffy, Brian",male,0.11516123451888133,USA,military,NASA- 11,-0.04821202133698312,2,0.7264896153498263,pilot,1993,STS-57,STS-57,STS-57,STS-57,240.0,-0.4728960096847193,0,0.0,-0.6709541718905475,"Duffy, Brian",-0.1151612345188863,1950,1980,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
617,270,170,"Duffy, Brian","Duffy, Brian",male,0.11516123451888133,USA,military,NASA- 11,-0.04821202133698312,3,0.7264896153498263,commander,1996,STS-72,STS-72,STS-72,STS-72,214.0,-0.4728960096847193,0,0.0,-0.6709541718905475,"Duffy, Brian",-0.1151612345188863,1950,1980,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
618,270,170,"Duffy, Brian","Duffy, Brian",male,0.11516123451888133,USA,military,NASA- 11,-0.04821202133698312,4,0.7264896153498263,commander,2000,STS-92,STS-92,STS-92,STS-92,310.0,-0.4728960096847193,0,0.0,-0.6709541718905475,"Duffy, Brian",-0.1151612345188863,1950,1980,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,130.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
619,271,171,"Foale, C. Michael","Foale, C. Michael",male,0.46509793048703757,USA,civilian,NASA- 12,0.11552933836335079,1,2.1548610376773523,msp,1992,STS-45,STS-45,STS-45,STS-45,214.0,1.425959306646493,0,0.0,0.7462196891220855,"Foale, C. Michael",-0.46509793048704257,1950,1980,-0.8522179704666182,1,0,0,1,Veteran,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
620,271,171,"Foale, C. Michael","Foale, C. Michael",male,0.46509793048703757,USA,civilian,NASA- 12,0.11552933836335079,2,2.1548610376773523,msp,1993,STS-56,STS-56,STS-56,STS-56,222.0,1.425959306646493,0,0.0,0.7462196891220855,"Foale, C. Michael",-0.46509793048704257,1950,1980,-0.8522179704666182,1,0,0,1,Veteran,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
621,271,171,"Foale, C. Michael","Foale, C. Michael",male,0.46509793048703757,USA,civilian,NASA- 12,0.11552933836335079,3,2.1548610376773523,msp,1995,STS-63,STS-63,STS-63,STS-63,198.5,1.425959306646493,1,4.65,0.7462196891220855,"Foale, C. Michael",-0.46509793048704257,1950,1980,-0.8522179704666182,1,0,0,1,Veteran,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
622,271,171,"Foale, C. Michael","Foale, C. Michael",male,0.46509793048703757,USA,civilian,NASA- 12,0.11552933836335079,4,2.1548610376773523,msp,1997,23,STS-84,Mir,STS-86,3470.0,1.425959306646493,1,7.0,0.7462196891220855,"Foale, C. Michael",-0.46509793048704257,1950,1980,-0.8522179704666182,1,0,0,1,Veteran,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
623,271,171,"Foale, C. Michael","Foale, C. Michael",male,0.46509793048703757,USA,civilian,NASA- 12,0.11552933836335079,5,2.1548610376773523,msp,1999,STS-103,STS-103,STS-103,STS-103,191.0,1.425959306646493,1,8.17,0.7462196891220855,"Foale, C. Michael",-0.46509793048704257,1950,1980,-0.8522179704666182,1,0,0,1,Veteran,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,131.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
624,271,171,"Foale, C. Michael","Foale, C. Michael",male,0.46509793048703757,USA,civilian,NASA- 12,0.11552933836335079,6,2.1548610376773523,commander,2003,8,Soyuz TMA-3,ISS,Soyuz TMA-3,4674.5,1.425959306646493,1,3.92,0.7462196891220855,"Foale, C. Michael",-0.46509793048704257,1950,1980,-0.8522179704666182,1,0,0,1,Veteran,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,0.0,131.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
625,272,1,"Frimout, David","Frimout, Dirk Dries david",male,-0.9346488533855875,Belgium,civilian,ATLAS-1,-0.04821202133698312,1,-1.4160675181414626,psp,1992,STS-45,STS-45,STS-45,STS-45,214.15,-0.6537263750280861,0,0.0,-0.6709541718905475,"Frimout, David",0.9346488533855825,1940,1980,2.2029159529346667,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,3.0,0.0,6.0,62.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
626,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,0.2026454085109204,USA,military,NASA- 12,0.11552933836335079,1,0.01230390418606333,pilot,1992,STS-49,STS-49,STS-49,STS-49,213.0,-0.5374570904399805,0,0.0,-0.6709541718905475,"Chilton, Kevin P.",-0.20264540851092536,1950,1980,-0.19754641545205714,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
627,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,0.2026454085109204,USA,military,NASA- 12,0.11552933836335079,2,0.01230390418606333,pilot,1994,STS-59,STS-59,STS-59,STS-59,270.0,-0.5374570904399805,0,0.0,-0.6709541718905475,"Chilton, Kevin P.",-0.20264540851092536,1950,1980,-0.19754641545205714,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
628,273,172,"Chilton, Kevin P.","Chilton, Kevin P.",male,0.2026454085109204,USA,military,NASA- 12,0.11552933836335079,3,0.01230390418606333,commander,1996,STS-76,STS-76,STS-76,STS-76,221.0,-0.5374570904399805,0,0.0,-0.6709541718905475,"Chilton, Kevin P.",-0.20264540851092536,1950,1980,-0.19754641545205714,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
629,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,0.3776137564949985,USA,military,NASA- 12,0.11552933836335079,1,1.4406753265135892,pilot,1992,STS-50,STS-50,STS-50,STS-50,331.0,0.5543847164504666,0,0.0,0.157029500535663,"Bowersox, Kenneth D.",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,5.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
630,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,0.3776137564949985,USA,military,NASA- 12,0.11552933836335079,2,1.4406753265135892,pilot,1993,STS-61,STS-61,STS-61,STS-61,260.0,0.5543847164504666,0,0.0,0.157029500535663,"Bowersox, Kenneth D.",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,5.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
631,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,0.3776137564949985,USA,military,NASA- 12,0.11552933836335079,3,1.4406753265135892,commander,1995,STS-73,STS-73,STS-73,STS-73,382.0,0.5543847164504666,0,0.0,0.157029500535663,"Bowersox, Kenneth D.",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
632,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,0.3776137564949985,USA,military,NASA- 12,0.11552933836335079,4,1.4406753265135892,commander,1997,STS-82,STS-82,STS-82,STS-82,239.0,0.5543847164504666,0,0.0,0.157029500535663,"Bowersox, Kenneth D.",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
633,274,173,"Bowersox, Kenneth D.","Bowersox, Kenneth D.",male,0.3776137564949985,USA,military,NASA- 12,0.11552933836335079,5,1.4406753265135892,commander,2002,6,STS-113,ISS,Soyuz TMA-1,3865.0,0.5543847164504666,2,13.28,0.157029500535663,"Bowersox, Kenneth D.",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
634,275,174,"DeLucas, Lawrence James","DeLucas, Lawrence James",male,-0.14729128745723585,USA,civilian,United States Microgravity Labratory-1,0.36114137791385165,1,-1.4160675181414626,psp,1992,STS-50,STS-50,STS-50,STS-50,331.53,-0.6258654203992163,0,0.0,-0.6709541718905475,"DeLucas, Lawrence James",0.14729128745723089,1950,1990,1.3300205462485852,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,6.0,223.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
635,276,175,"Trinh, Eugene Huu-Chau","Trinh, Eugene Huu-Chau",male,-0.14729128745723585,USA,civilian,Spacelab-3,-0.21195338103731703,1,-1.4160675181414626,psp,1992,STS-50,STS-50,STS-50,STS-50,331.53,-0.6258654203992163,0,0.0,-0.6709541718905475,"Trinh, Eugene Huu-Chau",0.14729128745723089,1950,1980,-0.19754641545205714,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,6.0,194.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
636,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,0.3776137564949985,Russia,civilian,NPOE-8,0.11552933836335079,1,0.01230390418606333,flight engineer,1993,12,Soyuz TM­15,Mir,Soyuz TM­15,4533.0,3.554155994515044,4,18.35,1.8853207203891686,"Avdeyev, Sergei",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,170.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
637,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,0.3776137564949985,Russia,civilian,NPOE-8,0.11552933836335079,2,0.01230390418606333,flight engineer,1995,20,Soyuz TM­22,Mir,Soyuz TM­22,4297.0,3.554155994515044,1,5.27,1.8853207203891686,"Avdeyev, Sergei",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,170.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
638,277,74,"Avdeyev, Sergei",Сергей Васильевич Авдеев,male,0.3776137564949985,Russia,civilian,NPOE-8,0.11552933836335079,3,0.01230390418606333,flight engineer,1998,26,Soyuz TM28,Mir,Soyuz TM29,9110.0,3.554155994515044,3,17.38,1.8853207203891686,"Avdeyev, Sergei",-0.3776137564950035,1950,1980,-0.6339941187950978,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,0.0,1.0,170.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
639,278,3,"Tognini, Michel","Tognini, Michel",male,-0.2347754614492749,France,military,CNES-2/EAC,-0.04821202133698312,1,-0.7018818069776996,msp,1992,Antares,Soyuz TM-15,Soyuz TM-15,Soyuz TM-14,331.0,-0.597800338823841,0,0.0,-0.6709541718905475,"Tognini, Michel",0.23477546144926995,1940,1980,0.45712513956250383,1,0,1,1,Couple,0,No_EVA,Medium,France,0,0,0,0,0,11.0,1.0,2.0,68.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
640,278,3,"Tognini, Michel","Tognini, Michel",male,-0.2347754614492749,France,military,CNES-2/EAC,-0.04821202133698312,2,-0.7018818069776996,msp,1999,STS-93,STS-93,STS-93,STS-93,118.8,-0.597800338823841,0,0.0,-0.6709541718905475,"Tognini, Michel",0.23477546144926995,1940,1980,0.45712513956250383,1,0,1,1,Couple,0,No_EVA,Medium,France,0,0,0,0,0,11.0,1.0,2.0,68.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
641,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,0.29012958250295945,USA,military,NASA- 12,0.11552933836335079,1,0.01230390418606333,pilot,1992,STS-46,STS-46,STS-46,STS-46,191.0,-0.4899857075317002,0,0.0,-0.6709541718905475,"Allen, Andrew M.",-0.29012958250296444,1950,1980,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
642,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,0.29012958250295945,USA,military,NASA- 12,0.11552933836335079,2,0.01230390418606333,pilot,1994,STS-62,STS-62,STS-62,STS-62,335.0,-0.4899857075317002,0,0.0,-0.6709541718905475,"Allen, Andrew M.",-0.29012958250296444,1950,1980,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
643,279,176,"Allen, Andrew M.","Allen, Andrew M.",male,0.29012958250295945,USA,military,NASA- 12,0.11552933836335079,3,0.01230390418606333,commander,1996,STS-75,STS-75,STS-75,STS-75,378.0,-0.4899857075317002,0,0.0,-0.6709541718905475,"Allen, Andrew M.",-0.29012958250296444,1950,1980,-0.4157702671235775,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,131.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
